wps-office	11.1.0.11720	172d8bcf3e3bc756994ae5adf66f63f22691e1ab0d18986c50bb6b6ab7f62948	https://mirrors.aliyun.com/openkylin/pool/pty/w/wps-office/wps-office_11.1.0.11720_arm64.deb	https://github.com/Pi-Apps-Coders/files/releases/download/large-files/wps-office_11.1.0.11720_arm64.deb
ttf-wps-fonts	1.0	a3148c49ff4c07f04b4d1d0ad559121aac084da412287e888a432781cabea6da	https://sourceforge.net/projects/hrepo/files/pool/main/t/ttf-wps-fonts/ttf-wps-fonts_1.0_all.deb/download	https://github.com/wachin/ttf-wps-fonts/releases/download/1.0/ttf-wps-fonts_1.0_all.deb
libwebp6	0.6.1-2.1+deb11u2	edeb260e528fecae77457a63a468e55837a98079fdd7f1e20e9813c358f8c755	https://deb.debian.org/debian/pool/main/libw/libwebp/libwebp6_0.6.1-2.1+deb11u2_arm64.deb	https://archive.debian.org/debian/pool/main/libw/libwebp/libwebp6_0.6.1-2.1+deb11u2_arm64.deb
libtiff5	4.2.0-1+deb11u5	6896296ef6193ff77434c5d1d09dd9a333633f7a208ab1cc7de3b286d2d45824	https://deb.debian.org/debian/pool/main/t/tiff/libtiff5_4.2.0-1+deb11u5_arm64.deb	https://archive.debian.org/debian/pool/main/t/tiff/libtiff5_4.2.0-1+deb11u5_arm64.deb
